experiment,split_mode,variant,seed,train_source,test_source,coverage,accuracy,risk,positive_precision,positive_lift,cutoff_year
cross_database_transfer,bindingdb_to_chembl_pair_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,1.0,0.6341,0.3659,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.1,0.6283,0.3717,0.4853,1.2752,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.2,0.5902,0.4098,0.4257,1.1187,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.4,0.5658,0.4342,0.3959,1.0402,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.6,0.574,0.426,0.3953,1.0388,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.8,0.5816,0.4184,0.395,1.038,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1.0,0.5815,0.4185,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.1,0.6476,0.3524,0.5803,1.5249,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.2,0.6399,0.3601,0.5578,1.4658,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.4,0.635,0.365,0.4918,1.2923,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6123,0.3877,0.4444,1.1677,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.8,0.5909,0.4091,0.4095,1.0762,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1.0,0.5751,0.4249,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.1,0.614,0.386,0.5753,1.5116,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.2,0.6235,0.3765,0.5385,1.415,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.4,0.6182,0.3818,0.4926,1.2945,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.6,0.6057,0.3943,0.4437,1.1659,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.8,0.5919,0.4081,0.4089,1.0745,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,0,bindingdb_raw,chembl_raw,1.0,0.5743,0.4257,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.1,0.7637,0.2363,0.5652,1.4851,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.2,0.7324,0.2676,0.5334,1.4017,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.4,0.6952,0.3048,0.4775,1.2547,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.6,0.6661,0.3339,0.441,1.1589,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.8,0.6449,0.3551,0.4121,1.0828,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,0,bindingdb_raw,chembl_raw,1.0,0.617,0.383,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.1,0.6341,0.3659,0.4794,1.2597,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.2,0.5852,0.4148,0.4316,1.1342,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.4,0.5696,0.4304,0.415,1.0905,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.6,0.5848,0.4152,0.4074,1.0705,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.8,0.5912,0.4088,0.3971,1.0436,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1.0,0.589,0.411,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.1,0.64,0.36,0.5828,1.5315,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.2,0.6416,0.3584,0.5536,1.4548,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.4,0.6332,0.3668,0.4918,1.2923,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6139,0.3861,0.4436,1.1655,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.8,0.595,0.405,0.4121,1.0828,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1.0,0.5767,0.4233,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.1,0.6442,0.3558,0.5559,1.4608,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.2,0.6231,0.3769,0.5368,1.4106,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.4,0.6199,0.3801,0.4968,1.3055,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.6,0.5987,0.4013,0.4422,1.1618,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.8,0.5831,0.4169,0.4079,1.0717,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,1,bindingdb_raw,chembl_raw,1.0,0.5697,0.4303,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.1,0.7696,0.2304,0.5685,1.494,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.2,0.7383,0.2617,0.5179,1.3608,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.4,0.6923,0.3077,0.4769,1.253,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6685,0.3315,0.4395,1.1548,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6418,0.3582,0.4127,1.0845,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,1,bindingdb_raw,chembl_raw,1.0,0.6184,0.3816,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.1,0.6316,0.3684,0.4962,1.3039,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.2,0.594,0.406,0.414,1.0878,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.4,0.5711,0.4289,0.4018,1.0557,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.6,0.5859,0.4141,0.3985,1.0472,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.8,0.5906,0.4094,0.3949,1.0378,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,1.0,0.5824,0.4176,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.1,0.6308,0.3692,0.5627,1.4785,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.2,0.6298,0.3702,0.5364,1.4095,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.4,0.6182,0.3818,0.4926,1.2945,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6062,0.3938,0.4422,1.1618,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,0.8,0.5942,0.4058,0.4068,1.069,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_diff_scalars,2,bindingdb_raw,chembl_raw,1.0,0.5811,0.4189,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.1,0.6249,0.3751,0.587,1.5426,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.2,0.6256,0.3744,0.5486,1.4415,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.4,0.6256,0.3744,0.4922,1.2934,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.6,0.6052,0.3948,0.4427,1.1633,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,0.8,0.5877,0.4123,0.407,1.0695,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,rich_scalars_only,2,bindingdb_raw,chembl_raw,1.0,0.5748,0.4252,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.1,0.7485,0.2515,0.5576,1.4652,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.2,0.7278,0.2722,0.5225,1.373,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.4,0.6963,0.3037,0.4834,1.2702,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.6,0.6675,0.3325,0.4457,1.1711,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,0.8,0.6448,0.3552,0.4103,1.0781,
cross_database_transfer,bindingdb_to_chembl_scaffold_purged,extratrees_scalars,2,bindingdb_raw,chembl_raw,1.0,0.6241,0.3759,0.3806,1.0,
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.1002,0.7228,0.2772,0.286,0.9706,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.2001,0.6127,0.3873,0.293,0.9943,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.4002,0.5699,0.4301,0.3036,1.0301,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.6,0.5566,0.4434,0.3179,1.0788,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.8001,0.5293,0.4707,0.2981,1.0115,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,1.0,0.4879,0.5121,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0.1002,0.7849,0.2151,0.5144,1.7456,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0.2001,0.7847,0.2153,0.4351,1.4764,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0.4002,0.7747,0.2253,0.4073,1.3822,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0.6,0.7591,0.2409,0.3542,1.2019,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0.8001,0.7274,0.2726,0.322,1.0925,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,1.0,0.6807,0.3193,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0.1002,0.7583,0.2417,0.4878,1.6553,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0.2001,0.7758,0.2242,0.4373,1.4839,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0.4002,0.7764,0.2236,0.4062,1.3784,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0.6,0.7535,0.2465,0.3608,1.2245,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0.8001,0.7147,0.2853,0.3206,1.0878,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,1.0,0.6764,0.3236,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0.1002,0.7783,0.2217,0.5233,1.7757,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0.2001,0.7725,0.2275,0.455,1.5442,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0.4002,0.7608,0.2392,0.3857,1.3088,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0.6,0.7365,0.2635,0.3516,1.1931,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0.8001,0.7061,0.2939,0.3164,1.0737,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,1.0,0.6731,0.3269,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.1002,0.7029,0.2971,0.2151,0.7298,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.2001,0.6238,0.3762,0.3052,1.0357,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.4002,0.5339,0.4661,0.3124,1.0602,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.6,0.5703,0.4297,0.3168,1.075,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.8001,0.5235,0.4765,0.2989,1.0143,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,1.0,0.4803,0.5197,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0.1002,0.7694,0.2306,0.5011,1.7004,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0.2001,0.7769,0.2231,0.4428,1.5027,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0.4002,0.7708,0.2292,0.3957,1.3427,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0.6,0.7509,0.2491,0.3531,1.1981,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0.8001,0.7202,0.2798,0.3206,1.0878,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,1.0,0.6791,0.3209,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0.1002,0.6874,0.3126,0.49,1.6628,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0.2001,0.7137,0.2863,0.4351,1.4764,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0.4002,0.7192,0.2808,0.4023,1.3653,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0.6,0.728,0.272,0.3453,1.1717,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0.8001,0.703,0.297,0.3086,1.0473,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,1.0,0.6667,0.3333,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0.1002,0.7827,0.2173,0.5388,1.8284,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0.2001,0.758,0.242,0.455,1.5442,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0.4002,0.7397,0.2603,0.3796,1.288,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0.6,0.7228,0.2772,0.3423,1.1617,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0.8001,0.6947,0.3053,0.3117,1.0577,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,1.0,0.6664,0.3336,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0.1002,0.7339,0.2661,0.255,0.8653,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0.2001,0.626,0.374,0.2875,0.9755,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0.4002,0.5305,0.4695,0.3058,1.0376,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0.6,0.5315,0.4685,0.3013,1.0223,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0.8001,0.4763,0.5237,0.3014,1.0228,2005.0
prospective_temporal,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,1.0,0.4395,0.5605,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,0.1002,0.7627,0.2373,0.5011,1.7004,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,0.2001,0.758,0.242,0.4395,1.4914,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,0.4002,0.7736,0.2264,0.4012,1.3615,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,0.6,0.7543,0.2457,0.3564,1.2094,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,0.8001,0.7269,0.2731,0.3092,1.0492,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_diff_scalars,2,chembl_raw,chembl_raw,1.0,0.6838,0.3162,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,0.1002,0.7361,0.2639,0.49,1.6628,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,0.2001,0.7547,0.2453,0.4495,1.5253,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,0.4002,0.7608,0.2392,0.399,1.354,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,0.6,0.7406,0.2594,0.3575,1.2132,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,0.8001,0.7075,0.2925,0.3167,1.0746,2005.0
prospective_temporal,chembl_future_after_2005_future_only,rich_scalars_only,2,chembl_raw,chembl_raw,1.0,0.6782,0.3218,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,0.1002,0.8049,0.1951,0.4989,1.6929,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,0.2001,0.7858,0.2142,0.4528,1.5366,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,0.4002,0.7658,0.2342,0.3918,1.3295,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,0.6,0.7302,0.2698,0.3523,1.1956,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,0.8001,0.7086,0.2914,0.3228,1.0953,2005.0
prospective_temporal,chembl_future_after_2005_future_only,extratrees_scalars,2,chembl_raw,chembl_raw,1.0,0.6731,0.3269,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.1002,0.7095,0.2905,0.2838,0.9631,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.2001,0.6315,0.3685,0.2841,0.9642,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.4002,0.5821,0.4179,0.2997,1.0169,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.6,0.5955,0.4045,0.3064,1.0399,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0.8001,0.6175,0.3825,0.2967,1.0068,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,1.0,0.6267,0.3733,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0.1002,0.7982,0.2018,0.4279,1.4522,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0.2001,0.8169,0.1831,0.434,1.4726,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0.4002,0.798,0.202,0.4034,1.369,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0.6,0.7543,0.2457,0.3834,1.3011,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0.8001,0.7127,0.2873,0.3306,1.1217,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,1.0,0.6778,0.3222,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0.1002,0.8049,0.1951,0.3747,1.2716,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0.2001,0.7858,0.2142,0.3718,1.2617,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0.4002,0.7564,0.2436,0.3957,1.3427,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0.6,0.7206,0.2794,0.3645,1.237,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0.8001,0.6842,0.3158,0.3297,1.1189,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,1.0,0.6498,0.3502,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0.1002,0.7428,0.2572,0.4213,1.4296,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0.2001,0.7347,0.2653,0.414,1.4048,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0.4002,0.7436,0.2564,0.3674,1.2466,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0.6,0.7161,0.2839,0.3449,1.1705,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0.8001,0.6958,0.3042,0.3106,1.0539,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,1.0,0.67,0.33,0.2947,1.0,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.1002,0.6874,0.3126,0.2639,0.8954,2005.0
prospective_temporal,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0.2001,0.6204,0.3796,0.2642,0.8964,2005.0
