experiment,split_mode,variant,seed,train_source,test_source,bin,bin_left,bin_right,n,mean_prob,observed_rate,cutoff_year
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,364,0.3701,0.1868,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,4,0.4,0.5,1450,0.4493,0.2566,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,5,0.5,0.6,412,0.5286,0.3665,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,6,0.6,0.7,8,0.6136,0.375,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,2,0.2,0.3,1,0.296,0.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,3,0.3,0.4,387,0.3718,0.2093,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,4,0.4,0.5,1484,0.4555,0.254,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,5,0.5,0.6,320,0.5331,0.3844,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,6,0.6,0.7,41,0.6375,0.3171,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,7,0.7,0.8,1,0.7157,0.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,16,0.1811,0.125,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,298,0.264,0.2181,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,790,0.3563,0.2215,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,4,0.4,0.5,759,0.4443,0.2899,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,5,0.5,0.6,266,0.5381,0.3609,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,6,0.6,0.7,79,0.6441,0.3924,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,7,0.7,0.8,25,0.725,0.2,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,8,0.8,0.9,1,0.8117,0.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,3,0.3,0.4,66,0.3822,0.197,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,4,0.4,0.5,596,0.4547,0.2903,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,5,0.5,0.6,1558,0.5179,0.2574,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,6,0.6,0.7,14,0.6141,0.5,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,3,0.3,0.4,359,0.3777,0.1783,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,4,0.4,0.5,1576,0.4483,0.2525,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,5,0.5,0.6,295,0.5256,0.4373,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,6,0.6,0.7,4,0.6109,0.75,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,3,0.3,0.4,565,0.3712,0.1788,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,4,0.4,0.5,1348,0.444,0.273,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,5,0.5,0.6,268,0.5373,0.3806,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,6,0.6,0.7,50,0.6346,0.42,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,7,0.7,0.8,3,0.7181,0.6667,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,1,0.1,0.2,12,0.1847,0.25,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,2,0.2,0.3,276,0.2663,0.2101,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,3,0.3,0.4,878,0.3556,0.1845,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,4,0.4,0.5,694,0.4449,0.3228,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,5,0.5,0.6,296,0.5398,0.4054,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,6,0.6,0.7,66,0.6385,0.3788,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,7,0.7,0.8,12,0.7216,0.1667,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,3,0.3,0.4,69,0.3741,0.2029,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,4,0.4,0.5,606,0.4546,0.2475,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,5,0.5,0.6,1531,0.5197,0.2685,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,6,0.6,0.7,28,0.6157,0.6786,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,2,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,2,0.2,0.3,3,0.2948,0.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,3,0.3,0.4,395,0.3706,0.1899,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,4,0.4,0.5,1483,0.4492,0.2751,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,5,0.5,0.6,349,0.5267,0.3095,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,6,0.6,0.7,4,0.6235,0.75,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,2,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,2,0.2,0.3,1,0.2784,1.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,3,0.3,0.4,469,0.3709,0.1898,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,4,0.4,0.5,1399,0.4499,0.2652,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,5,0.5,0.6,303,0.5324,0.3696,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,6,0.6,0.7,61,0.6401,0.3443,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,7,0.7,0.8,1,0.7402,0.0,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,2,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,1,0.1,0.2,10,0.1851,0.3,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,2,0.2,0.3,241,0.2681,0.2033,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,3,0.3,0.4,828,0.3548,0.2174,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,4,0.4,0.5,773,0.4437,0.2872,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,5,0.5,0.6,276,0.5375,0.3551,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,6,0.6,0.7,86,0.6372,0.4535,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,7,0.7,0.8,20,0.7231,0.15,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2010.0
prospective_temporal,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,2,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2010.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,3,0.3,0.4,5,0.3912,0.0,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,4,0.4,0.5,262,0.4633,0.1565,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,5,0.5,0.6,833,0.5212,0.1477,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,6,0.6,0.7,4,0.6122,1.0,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,172,0.3828,0.1105,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,4,0.4,0.5,877,0.4383,0.138,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,5,0.5,0.6,55,0.5176,0.5091,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,6,0.6,0.7,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,3,0.3,0.4,273,0.3703,0.1062,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,4,0.4,0.5,751,0.4403,0.1332,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,5,0.5,0.6,80,0.5242,0.4875,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,6,0.6,0.7,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,1,0.1,0.2,9,0.1794,0.2222,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,2,0.2,0.3,187,0.2669,0.1283,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,3,0.3,0.4,479,0.3544,0.1294,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,4,0.4,0.5,357,0.4407,0.1709,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,5,0.5,0.6,70,0.528,0.2714,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,6,0.6,0.7,2,0.6482,0.0,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,0,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,3,0.3,0.4,2,0.3847,0.0,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,4,0.4,0.5,246,0.4605,0.1301,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,5,0.5,0.6,852,0.5232,0.1549,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,6,0.6,0.7,4,0.6094,1.0,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,3,0.3,0.4,200,0.3839,0.075,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,4,0.4,0.5,865,0.4366,0.1514,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,5,0.5,0.6,39,0.5191,0.5641,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,6,0.6,0.7,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_diff_scalars,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,1,0.1,0.2,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,2,0.2,0.3,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,3,0.3,0.4,340,0.3753,0.0618,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,4,0.4,0.5,707,0.4343,0.1641,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,5,0.5,0.6,57,0.516,0.5439,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,6,0.6,0.7,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,7,0.7,0.8,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,8,0.8,0.9,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,rich_scalars_only,1,chembl_raw,chembl_raw,9,0.9,1.0,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,0,0.0,0.1,0,,,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,1,0.1,0.2,14,0.1789,0.1429,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,2,0.2,0.3,194,0.2628,0.1443,2015.0
prospective_temporal,chembl_future_after_2015_future_only,extratrees_scalars,1,chembl_raw,chembl_raw,3,0.3,0.4,442,0.3525,0.1176,2015.0
